country,continent,date,total_cases,total_deaths,total_cases_per_million,total_deaths_per_million,population,population_density,median_age,life_expectancy,gdp_per_capita,diabetes_prevalence,hospital_beds_per_thousand,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,case_fatality_rate,vaccination_status
Bosnia and Herzegovina,Europe,2026-07-19,404289.0,16419.0,126151.01,5123.2495,3204802.0,62.593788146972656,44.55899810791016,76.7771987915039,21178.2265625,10.300000190734863,2.3499999046325684,,,4.061203742867107,No Data
Botswana,Africa,2026-07-19,330699.0,2801.0,135538.2,1148.0002,2439895.0,4.305215835571289,22.60400009155273,68.74870300292969,17687.205078125,4.599999904632568,2.359999895095825,,,0.8469937919376835,No Data
Brazil,South America,2026-07-19,38042729.0,704045.0,180891.9,3347.7107,210306411.0,25.161867141723636,33.50600051879883,74.87190246582031,20024.697265625,10.600000381469728,2.5199999809265137,,,1.850669020090541,No Data
British Virgin Islands,North America,2026-07-19,7661.0,64.0,199786.16,1669.0137,38346.0,255.63999938964844,37.119998931884766,77.177001953125,,,,,,0.8354000783187574,No Data
Brunei,Asia,2026-07-19,350550.0,182.0,769806.8,399.67148,455374.0,86.40872955322266,31.275999069213867,72.91709899902344,78985.125,13.699999809265137,3.5799999237060547,,,0.051918413920981316,No Data
Bulgaria,Europe,2026-07-19,1341082.0,38778.0,196470.72,5681.0405,6825862.0,62.87639999389648,44.15399932861328,74.0342025756836,35325.53125,7.400000095367432,8.199999809265137,,,2.8915457816897105,No Data
Burkina Faso,Africa,2026-07-19,22231.0,400.0,987.6477,17.77064,22509038.0,82.2698745727539,17.041000366210938,60.70000076293945,2624.82861328125,4.5,0.2000000029802322,,,1.79928928073411,No Data
Burundi,Africa,2026-07-19,54569.0,15.0,4096.433,1.126033,13321102.0,518.7344970703125,15.67199993133545,62.88190078735352,1066.512939453125,4.300000190734863,0.6899999976158142,,,0.02748813428869871,No Data
Cambodia,Asia,2026-07-19,139326.0,3056.0,8099.5386,177.65665,17201721.0,97.44913482666016,25.59600067138672,70.52799987792969,7300.08056640625,7.5,0.7300000190734863,,,2.1934168784002983,No Data
Cameroon,Africa,2026-07-19,125325.0,1974.0,4535.376,71.43692,27632770.0,58.45607376098633,17.62299919128418,62.44279861450195,4945.95654296875,6.900000095367432,2.650000095367432,,,1.5751047277079593,No Data
Canada,North America,2026-07-19,4819055.0,55282.0,124134.44,1424.0135,38821259.0,4.417178630828857,40.25299835205078,81.24929809570312,57989.578125,7.699999809265137,2.539999961853028,,,1.1471543694770032,No Data
Cape Verde,Africa,2026-07-19,64550.0,417.0,124194.32,802.3088,519750.0,128.97023010253906,27.32200050354004,75.90679931640625,10395.7412109375,6.800000190734863,2.2100000381469727,,,0.6460108443067389,No Data
Cayman Islands,North America,2026-07-19,31472.0,37.0,439491.7,516.6876,71610.0,298.375,37.499000549316406,79.98410034179688,80996.6484375,11.100000381469728,,,,0.1175648195221149,No Data
Central African Republic,Africa,2026-07-19,15493.0,113.0,3039.0122,22.16539,5098038.0,8.183309555053711,14.29800033569336,18.817699432373047,1122.7608642578125,7.599999904632568,1.0,,,0.7293616471955077,No Data
Chad,Africa,2026-07-19,7702.0,194.0,417.33228,10.511874,18455319.0,14.656384468078612,15.10200023651123,54.52750015258789,2480.509521484375,7.300000190734863,0.1500000059604644,,,2.5188262788886004,No Data
Chile,South America,2026-07-19,5410530.0,62893.0,276710.53,3216.5342,19553033.0,26.29750061035156,35.5260009765625,79.17620086669922,30863.421875,12.199999809265137,1.940000057220459,,,1.162418469170303,No Data
China,Asia,2026-07-19,99381761.0,122398.0,69732.8,85.882515,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,25066.521484375,11.899999618530272,5.630000114440918,,,0.12315941956391778,No Data
Colombia,South America,2026-07-19,6404346.0,142817.0,123784.31,2760.3918,51737944.0,46.63176727294922,31.18099975585937,76.50810241699219,18778.6484375,8.399999618530273,1.7000000476837158,,,2.2300013147322146,No Data
Comoros,Africa,2026-07-19,9109.0,160.0,10919.562,191.8026,834191.0,448.248779296875,20.101999282836918,66.48059844970703,3621.766357421875,10.800000190734863,,,,1.7565045559336918,No Data
Congo,Africa,2026-07-19,25234.0,389.0,4181.2036,64.45622,6035104.0,17.672340393066406,18.20199966430664,65.00029754638672,6194.08984375,8.100000381469727,,,,1.541570896409606,No Data
Cook Islands,Oceania,2026-07-19,7375.0,2.0,500101.72,135.6208,14747.0,61.44583511352539,34.10900115966797,75.07869720458984,,,,,,0.02711864406779661,No Data
Costa Rica,North America,2026-07-19,1242945.0,9396.0,244589.28,1848.9642,5081764.0,99.5253448486328,33.5359992980957,79.31639862060547,28443.412109375,9.800000190734863,1.1399999856948853,,,0.7559465623981753,No Data
Cote d'Ivoire,Africa,2023-02-19,,,,,30395004.0,95.58177185058594,17.992000579833984,61.562198638916016,7014.845703125,5.0,,44.64014,40.020737,,Medium
Croatia,Europe,2026-07-19,1371705.0,18806.0,351086.28,4813.3735,3907031.0,69.81828308105469,44.61100006103516,78.27790069580078,44172.04296875,10.5,5.599999904632568,,,1.370994492255988,No Data
Cuba,North America,2026-07-19,1113834.0,8530.0,100709.94,771.26013,11059822.0,106.54934692382812,41.505001068115234,77.62909698486328,,9.399999618530272,4.329999923706055,,,0.7658232734859952,No Data
Curacao,North America,2026-07-19,45883.0,305.0,247547.88,1645.5355,185350.0,417.4549560546875,37.95399856567383,76.72869873046875,28762.05859375,13.399999618530272,,,,0.6647342152867075,No Data
Cyprus,Europe,2026-07-19,718930.0,1364.0,764513.3,1450.4836,1331376.0,144.08831787109375,37.3390007019043,80.43370056152344,54103.26171875,10.0,2.150000095367432,,,0.1897263989540011,No Data
Czechia,Europe,2026-07-19,4887551.0,43995.0,457926.75,4122.0005,10673216.0,138.27767944335938,42.64500045776367,79.16480255126953,49292.48828125,7.599999904632568,6.539999961853027,,,0.9001440598778406,No Data
Democratic Republic of Congo,Africa,2026-07-19,101010.0,1474.0,986.45496,14.394957,102396974.0,45.16749954223633,15.765999794006348,60.97890090942383,1640.566162109375,7.699999809265137,,,,1.4592614592614592,No Data
Denmark,Europe,2026-07-19,3453741.0,10012.0,585092.1,1696.1152,5902901.0,147.57252502441406,41.21599960327149,81.29060363769531,72723.2734375,6.400000095367432,2.430000066757202,,,0.2898885585224833,No Data
Djibouti,Africa,2026-07-19,15690.0,189.0,13798.247,166.21214,1137101.0,49.05526351928711,24.084999084472656,65.54019927978516,7222.5498046875,6.5,1.399999976158142,,,1.2045889101338432,No Data
Dominica,North America,2026-07-19,16047.0,74.0,240055.66,1107.0055,66847.0,89.12933349609375,35.29499816894531,71.08059692382812,19409.291015625,12.899999618530272,3.9700000286102295,,,0.4611453854302985,No Data
Dominican Republic,North America,2026-07-19,661103.0,4384.0,58865.52,390.3574,11230734.0,236.2823028564453,27.316999435424805,74.21080017089844,24543.341796875,17.600000381469727,0.75,,,0.6631341863522022,No Data
East Timor,Asia,2026-07-19,23460.0,138.0,17132.854,100.781494,1369299.0,92.08466339111328,20.63999938964844,67.36840057373047,4109.904296875,3.200000047683716,0.3799999952316284,,,0.5882352941176471,No Data
Ecuador,South America,2026-07-19,1082356.0,36064.0,60724.98,2023.3507,17823900.0,71.76638793945312,27.975000381469727,76.57669830322266,14319.240234375,4.900000095367432,1.3200000524520874,,,3.3319905835048726,No Data
Egypt,Africa,2026-07-19,516023.0,24830.0,4582.0547,220.47935,112618252.0,113.1330108642578,23.8129997253418,71.00969696044922,17265.1484375,22.399999618530277,1.059999942779541,,,4.8118010243729445,No Data
El Salvador,North America,2026-07-19,202077.0,4230.0,32176.248,673.53296,6280316.0,303.10406494140625,26.51000022888184,71.96949768066406,12050.0283203125,12.699999809265137,1.2100000381469729,,,2.0932614795350286,No Data
England,,2023-12-08,,,,,,,,,,,,,,,No Data
England and Wales,,2023-12-31,,,,,,,,,,,,,,,No Data
Equatorial Guinea,Africa,2026-07-19,17130.0,183.0,9497.939,101.466606,1803549.0,64.29764556884766,21.016000747680664,63.35449981689453,13786.3935546875,8.199999809265137,,,,1.0683012259194395,No Data
Eritrea,Africa,2026-07-19,10189.0,103.0,2988.4585,30.210152,3409450.0,28.167768478393555,18.405000686645508,67.78919982910156,,4.400000095367432,1.0199999809265137,,,1.0108941014819903,No Data
Estonia,Europe,2026-07-19,617861.0,3440.0,457643.28,2547.9727,1350093.0,31.58112335205078,41.625,78.16739654541016,41604.32421875,6.900000095367432,4.130000114440918,,,0.556759530056113,No Data
Eswatini,Africa,2026-07-19,75356.0,1427.0,61821.89,1170.7075,1218921.0,70.86750030517578,21.76799964904785,63.02830123901367,10706.77734375,7.900000095367432,2.0199999809265137,,,1.8936780083868572,No Data
Ethiopia,Africa,2026-07-19,501339.0,7574.0,3998.4197,60.406296,125384285.0,111.10001373291016,18.527999877929688,66.89710235595703,3094.8681640625,4.400000095367432,0.3300000131130218,,,1.5107542002517258,No Data
Europe,,2026-07-19,254960114.0,2111758.0,340899.0,2823.564,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,0.8282699465689759,No Data
European Union (27),,2026-07-19,186984090.0,1271056.0,416703.22,2832.6106,449113463.0,112.37439727783205,,,55086.98828125,7.562985420227051,5.143334865570068,,,0.6797669256245278,No Data
Falkland Islands,South America,2026-07-19,1923.0,0.0,547083.94,0.0,3515.0,0.28882497549057,40.935001373291016,79.0447998046875,,,,,,0.0,No Data
Faroe Islands,Europe,2026-07-19,34658.0,28.0,641351.6,518.1443,54039.0,39.44452667236328,37.53799819946289,79.26370239257812,72113.6484375,5.300000190734863,,,,0.08078942812626233,No Data
Fiji,Oceania,2026-07-19,69047.0,885.0,75097.78,962.555,919428.0,50.324466705322266,27.475000381469727,67.14810180664062,13961.1181640625,16.600000381469727,1.8899999856948853,,,1.2817356293539184,No Data
Finland,Europe,2026-07-19,1518764.0,11466.0,272702.84,2058.7866,5569300.0,18.323217391967773,42.5260009765625,81.24349975585938,55735.21875,6.900000095367432,2.609999895095825,,,0.7549560036977437,No Data
France,Europe,2026-07-19,39060935.0,168207.0,607693.0,2616.8914,66277412.0,121.04203033447266,41.56700134277344,82.47530364990234,55124.5390625,6.5,5.650000095367432,,,0.4306271726470449,No Data
French Guiana,South America,2026-07-19,98041.0,413.0,328644.84,1384.4241,298319.0,3.60245132446289,25.23500061035156,76.79419708251953,,,,,,0.42125233320753563,No Data
French Polynesia,Oceania,2026-07-19,79451.0,650.0,283360.9,2318.216,280388.0,80.78018188476562,34.15999984741211,83.8593978881836,,22.799999237060547,,,,0.8181143094485909,No Data
Gabon,Africa,2026-07-19,49069.0,307.0,20186.773,126.29847,2430750.0,9.43357753753662,21.475000381469727,67.71299743652344,18986.474609375,8.5,1.950000047683716,,,0.6256495954676068,No Data
Gambia,Africa,2026-07-19,12627.0,372.0,4789.355,141.09766,2636472.0,260.5209350585937,17.985000610351562,64.85900115966797,3166.621337890625,5.5,1.1100000143051147,,,2.9460679496317415,No Data
Georgia,Asia,2026-07-19,1864337.0,17151.0,491289.62,4519.6274,3794782.0,54.60903549194336,36.63399887084961,74.14089965820312,25135.783203125,6.699999809265137,4.039999961853027,,,0.9199517040105947,No Data
Germany,Europe,2026-07-19,38437953.0,174979.0,457125.44,2080.9473,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,62823.7734375,7.800000190734863,7.550000190734863,,,0.45522455371127596,No Data
