date,reproduction_rate
2022-01-04,1.3241672043010753
2022-01-05,1.3298048387096775
2022-01-06,1.327783870967742
2022-01-07,1.3155962365591398
2022-01-08,1.3005258064516128
2022-01-09,1.2818494623655914
2022-01-10,1.2613693548387097
2022-01-11,1.2403908602150537
2022-01-12,1.2223876344086022
2022-01-13,1.2038618279569893
2022-01-14,1.1879924731182796
2022-01-15,1.1726387096774193
2022-01-16,1.1578301075268818
2022-01-17,1.142444623655914
2022-01-18,1.1351941176470588
2022-01-19,1.1226508021390373
2022-01-20,1.110714973262032
2022-01-21,1.0991160427807485
2022-01-22,1.0862267379679145
2022-01-23,1.0737989361702127
2022-01-24,1.0605718085106381
2022-01-25,1.0466962765957446
2022-01-26,1.0316382978723404
2022-01-27,1.0264573684210527
2022-01-28,1.0113831578947368
2022-01-29,0.9960605263157895
2022-01-30,0.9820473684210527
2022-01-31,0.9664789473684211
2022-02-01,0.9480757894736842
2022-02-02,0.9309357894736843
2022-02-03,0.9165415789473684
2022-02-04,0.9040136842105263
2022-02-05,0.8934610526315789
2022-02-06,0.8818068421052631
2022-02-07,0.8696200000000001
2022-02-08,0.8539226315789474
2022-02-09,0.8380594736842105
2022-02-10,0.8240973684210526
2022-02-11,0.8121731578947369
2022-02-12,0.8008110526315789
2022-02-13,0.7902473684210526
2022-02-14,0.7817722513089005
2022-02-15,0.7723335078534032
2022-02-16,0.7637424083769633
2022-02-17,0.7559748691099476
2022-02-18,0.7490146596858639
2022-02-19,0.7436989528795812
2022-02-20,0.7376104712041884
2022-02-21,0.7309214659685863
2022-02-22,0.7248884816753927
2022-02-23,0.7207397905759163
2022-02-24,0.7173989528795812
2022-02-25,0.7157078534031414
2022-02-26,0.7148633507853404
2022-02-27,0.7142848167539267
2022-02-28,0.7125162303664921
2022-03-01,0.7105465968586389
2022-03-02,0.7092020942408378
2022-03-03,0.7105188481675393
2022-03-04,0.712696335078534
2022-03-05,0.7139015706806282
2022-03-06,0.7145429319371728
2022-03-07,0.7149591623036649
2022-03-08,0.7159612565445027
2022-03-09,0.7174020942408377
2022-03-10,0.7202821989528796
2022-03-11,0.7305083333333333
2022-03-12,0.7339036458333333
2022-03-13,0.7367208333333334
2022-03-14,0.7393770833333333
2022-03-15,0.7430161458333333
2022-03-16,0.7468484375000001
2022-03-17,0.7475999999999999
2022-03-18,0.7493479166666667
2022-03-19,0.751390625
2022-03-20,0.7529328125
2022-03-21,0.7591854922279793
2022-03-22,0.7574139896373058
2022-03-23,0.7544927461139896
2022-03-24,0.7536968911917099
2022-03-25,0.7528761658031089
2022-03-26,0.7520388601036269
2022-03-27,0.7518896373056995
2022-03-28,0.7511492227979275
2022-03-29,0.749639896373057
2022-03-30,0.7498564766839377
2022-03-31,0.7480362694300519
2022-04-01,0.744380829015544
2022-04-02,0.7405082901554405
2022-04-03,0.7377305699481865
2022-04-04,0.7352860103626944
2022-04-05,0.7337647668393783
2022-04-06,0.7315347150259068
2022-04-07,0.7299471502590673
2022-04-08,0.7301202072538859
2022-04-09,0.7317673575129534
2022-04-10,0.7325435233160622
2022-04-11,0.7323958549222798
2022-04-12,0.7293766839378238
2022-04-13,0.7266067357512953
2022-04-14,0.72390103626943
2022-04-15,0.7227673575129534
2022-04-16,0.7245015544041451
2022-04-17,0.7263025906735752
2022-04-18,0.7282165803108808
2022-04-19,0.7347709844559586
2022-04-20,0.7395875647668394
2022-04-21,0.7428870466321242
2022-04-22,0.7452906735751296
2022-04-23,0.7456948186528498
2022-04-24,0.7453093264248704
2022-04-25,0.7459165803108807
2022-04-26,0.7459580310880829
2022-04-27,0.7448699481865284
2022-04-28,0.7451829015544041
2022-04-29,0.7448155440414508
2022-04-30,0.7431538860103627
2022-05-01,0.7427849740932642
2022-05-02,0.7425025906735752
2022-05-03,0.7442751295336788
2022-05-04,0.7522740932642487
2022-05-05,0.762340414507772
2022-05-06,0.7717880829015543
2022-05-07,0.7799253886010362
2022-05-08,0.785261139896373
2022-05-09,0.7885787564766839
2022-05-10,0.7877663212435234
2022-05-11,0.7858943005181348
2022-05-12,0.7848139896373056
2022-05-13,0.7818989637305699
2022-05-14,0.7798585492227978
2022-05-15,0.7786025906735751
2022-05-16,0.7777041450777202
2022-05-17,0.777020207253886
2022-05-18,0.7751834196891192
2022-05-19,0.7746113989637305
2022-05-20,0.7750269430051813
2022-05-21,0.7742481865284975
2022-05-22,0.7720528497409327
2022-05-23,0.7707191709844559
2022-05-24,0.7709616580310881
2022-05-25,0.7715507772020725
2022-05-26,0.7719269430051813
2022-05-27,0.7747284974093265
2022-05-28,0.777880829015544
2022-05-29,0.7812518134715026
2022-05-30,0.7859347150259066
2022-05-31,0.7910575129533679
2022-06-01,0.7968025906735752
2022-06-02,0.8020347150259067
2022-06-03,0.8082564766839379
2022-06-04,0.8148108808290155
2022-06-05,0.821779792746114
2022-06-06,0.8263295336787565
2022-06-07,0.8358419689119171
